Doc_ID,Doc_TitleDescription,Doc_NameID [NameAuthority::OfficialCombined] ,[NameAuthority::OfficialCombined] Reference,Doc_Photographer,Doc_Date,Doc_BeginDateFilter,Doc_EndDateFilter,Doc_Type,Doc_Source,Doc_Note,Doc_ObjectID [Object::Object_KressCatalogNumber...Object_Title…Object_ArtistNameID [NameAuthority::OfficialCombined]...Object_InstitutionNameID [NameAuthority::OfficialCombined]],Object_KressCatalogNumber reference,Object_Title Reference,Object_ArtistOfficalCombined Reference,Object_InstitutionOfficialCombined reference,Doc_DocumentFilename,Doc_RelatedObjectID,,
DOC15948,"K1871 - Conservation report, 2012",NAM0858,NGA,,2012,2010,2014,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2075,K1871,The Assumption of the Virgin,Studio of Sir Peter Paul Rubens,National Gallery of Art,52B2_K1871_07_15948.pdf,2075,,
DOC15949,"K1872 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15949.pdf,2283,,
DOC15950,"K1872 - Conservation report, 1993",NAM0858,NGA,,1993,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15950.pdf,2283,,
DOC15951,"K1872 - Conservation report, 1983",NAM0858,NGA,,1983,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15951.pdf,2283,,
DOC15952,"K1872 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15952.pdf,2283,,
DOC15953,"K1872 - Conservation report, undated",NAM0858,NGA,,,,,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15953.pdf,2283,,
DOC15954,"K1872 - Conservation report, 1985",NAM0858,NGA,,1985,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15954.pdf,2283,,
DOC15955,"K1872 - Conservation report, 1981",NAM0858,NGA,,1981,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15955.pdf,2283,,
DOC15956,"K1872 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15956.pdf,2283,,
DOC15957,"K1872 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15957.pdf,2283,,
DOC15958,"K1872 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15958.pdf,2283,,
DOC15959,"K1872 - Conservation report, 1984",NAM0858,NGA,,1984,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_07_15959.pdf,2283,,
DOC15960,"K1872 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_08_15960.pdf,2283,,
DOC15961,"K1872 - Photograph, 1984",,,,1984,1980,1984,Photograph,"National Gallery of Art, Paintings Conservation Records",,2283,K1872,The Rest on the Flight into Egypt,Maerten van Heemskerck,National Gallery of Art,52B2_K1872_08_15961.pdf,2283,,
DOC15962,"K1880 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,162,K1880,Alexander the Great Threatened by His Father,Donato Creti,National Gallery of Art,52B2_K1880_04_15962.pdf,162,,
DOC15963,"K1880 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,162,K1880,Alexander the Great Threatened by His Father,Donato Creti,National Gallery of Art,52B2_K1880_07_15963.pdf,162,,
DOC15964,"K1880 - Conservation report, 1991",NAM0858,NGA,,1991,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,162,K1880,Alexander the Great Threatened by His Father,Donato Creti,National Gallery of Art,52B2_K1880_07_15964.pdf,162,,
DOC15965,"K1889 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1637,K1889,Pietà (The Dead Christ Mourned by Nicodemus and Two Angels),Filippino Lippi,National Gallery of Art,52B2_K1889_04_15965.pdf,1637,,
DOC15966,"K1889 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1637,K1889,Pietà (The Dead Christ Mourned by Nicodemus and Two Angels),Filippino Lippi,National Gallery of Art,52B2_K1889_04_15966.pdf,1637,,
DOC15967,"K1889 - Work summary log, 1953",NAM0858,NGA,,1953,1950,1954,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1637,K1889,Pietà (The Dead Christ Mourned by Nicodemus and Two Angels),Filippino Lippi,National Gallery of Art,52B2_K1889_06_15967.pdf,1637,,
DOC15968,"K1889 - Conservation report, 1989",NAM0858,NGA,,1989,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1637,K1889,Pietà (The Dead Christ Mourned by Nicodemus and Two Angels),Filippino Lippi,National Gallery of Art,52B2_K1889_07_15968.pdf,1637,,
DOC15969,"K1891 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_04_15969.pdf,1846,,
DOC15970,"K1891 - Work summary log, 1970",NAM0858,NGA,,1970,1970,1974,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_06_15970.pdf,1846,,
DOC15971,"K1891 - Conservation report, 1990",NAM0858,NGA,,1990,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_07_15971.pdf,1846,,
DOC15972,"K1891 - Conservation report, 1999",NAM0858,NGA,,1999,1995,1999,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_07_15972.pdf,1846,,
DOC15973,"K1891 - Conservation report, 1991",NAM0858,NGA,,1991,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_07_15973.pdf,1846,,
DOC15974,"K1891 - Conservation report, 1990",NAM0858,NGA,,1990,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_07_15974.pdf,1846,,
DOC15975,"K1891 - Photograph, 1991",,,,1991,1990,1994,Photograph,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_08_15975.pdf,1846,,
DOC15976,"K1891 - Photograph, 1998",,,,1998,1995,1999,Photograph,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_08_15976.pdf,1846,,
DOC15977,"K1891 - Photograph, 1999",,,,1999,1995,1999,Photograph,"National Gallery of Art, Paintings Conservation Records",,1846,K1891,Saint Jerome and the Angel,Simon Vouet,National Gallery of Art,52B2_K1891_08_15977.pdf,1846,,
DOC15978,"K1892 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1721,K1892,Portrait of a Young Man,Attributed to Hans Holbein the Younger,National Gallery of Art,52B2_K1892_04_15978.pdf,1721,,
DOC15979,"K1892 - Conservation report, 1989",NAM0858,NGA,,1989,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1721,K1892,Portrait of a Young Man,Attributed to Hans Holbein the Younger,National Gallery of Art,52B2_K1892_07_15979.pdf,1721,,
DOC15980,"K1892 - Conservation report, 1996",NAM0858,NGA,,1996,1995,1999,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1721,K1892,Portrait of a Young Man,Attributed to Hans Holbein the Younger,National Gallery of Art,52B2_K1892_07_15980.pdf,1721,,
DOC15981,"K1892 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1721,K1892,Portrait of a Young Man,Attributed to Hans Holbein the Younger,National Gallery of Art,52B2_K1892_08_15981.pdf,1721,,
DOC15982,"K1892 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1721,K1892,Portrait of a Young Man,Attributed to Hans Holbein the Younger,National Gallery of Art,52B2_K1892_08_15982.pdf,1721,,
DOC15983,"K1895 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_04_15983.pdf,2111,,
DOC15984,"K1895 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_04_15984.pdf,2111,,
DOC15985,"K1895 - Work summary log, 1953",NAM0858,NGA,,1953,1950,1954,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_06_15985.pdf,2111,,
DOC15986,"K1895 - Conservation report, 1989",NAM0858,NGA,,1989,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_07_15986.pdf,2111,,
DOC15987,"K1895 - Conservation report, 2012",NAM0858,NGA,,2012,2010,2014,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_07_15987.pdf,2111,,
DOC15988,"K1895 - Conservation report, 1999",NAM0858,NGA,,1999,1995,1999,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_07_15988.pdf,2111,,
DOC15989,"K1895 - Photograph, 1952",,,,1952,1950,1954,Photograph,"National Gallery of Art, Paintings Conservation Records",,2111,K1895,The Coronation of the Virgin,Paolo Veneziano,National Gallery of Art,52B2_K1895_08_15989.pdf,2111,,
DOC15990,"K1896 - Work summary log, 1953",NAM0858,NGA,,1953,1950,1954,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1855,K1896,Saint Jerome with Saint Paula and Saint Eustochium,Francisco de Zurbarán and Workshop,National Gallery of Art,52B2_K1896_06_15990.pdf,1855,,
DOC15991,"K1896 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1855,K1896,Saint Jerome with Saint Paula and Saint Eustochium,Francisco de Zurbarán and Workshop,National Gallery of Art,52B2_K1896_07_15991.pdf,1855,,
DOC15992,"K1897 - Conservation report, 1983",NAM0858,NGA,,1983,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1667,K1897,Portrait of a Donor,Follower of Dirck Bouts,National Gallery of Art,52B2_K1897_07_15992.pdf,1667,,
DOC15993,"K1897 - Conservation report, undated",NAM0858,NGA,,,,,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1667,K1897,Portrait of a Donor,Follower of Dirck Bouts,National Gallery of Art,52B2_K1897_07_15993.pdf,1667,,
DOC15994,"K1897 - Photograph, 1983",,,,1983,1980,1984,Photograph,"National Gallery of Art, Paintings Conservation Records",,1667,K1897,Portrait of a Donor,Follower of Dirck Bouts,National Gallery of Art,52B2_K1897_08_15994.pdf,1667,,
DOC15995,"K1898 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1761,K1898,Rebecca at the Well,Veronese,National Gallery of Art,52B2_K1898_04_15995.pdf,1761,,
DOC15996,"K1898 - Conservation report, 1985",NAM0858,NGA,,1985,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1761,K1898,Rebecca at the Well,Veronese,National Gallery of Art,52B2_K1898_07_15996.pdf,1761,,
DOC15997,"K1899 - Work summary log, 1953",NAM0858,NGA,,1953,1950,1954,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_06_15997.pdf,2128,,
DOC15998,"K1899 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_15998.pdf,2128,,
DOC15999,"K1899 - Conservation report, 2003",NAM0858,NGA,,2003,2000,2004,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_15999.pdf,2128,,
DOC16000,"K1899 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_16000.pdf,2128,,
DOC16001,"K1899 - Conservation report, 2007",NAM0858,NGA,,2007,2005,2009,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_16001.pdf,2128,,
DOC16002,"K1899 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_16002.pdf,2128,,
DOC16003,"K1899 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_16003.pdf,2128,,
DOC16004,"K1899 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_07_16004.pdf,2128,,
DOC16005,"K1899 - Photograph, 1988",,,,1988,1985,1989,Photograph,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_08_16005.pdf,2128,,
DOC16006,"K1899 - Photograph, 1988",,,,1988,1985,1989,Photograph,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_08_16006.pdf,2128,,
DOC16007,"K1899 - Photograph, 2003",,,,2003,2000,2004,Photograph,"National Gallery of Art, Paintings Conservation Records",,2128,K1899,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,National Gallery of Art,52B2_K1899_08_16007.pdf,2128,,
DOC16008,"K1900 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_04_16008.pdf,1722,,
DOC16009,"K1900 - Work summary log, 1958",NAM0858,NGA,,1958,1955,1959,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_06_16009.pdf,1722,,
DOC16010,"K1900 - Conservation report, 1983",NAM0858,NGA,,1983,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_07_16010.pdf,1722,,
DOC16011,"K1900 - Conservation report, 2012",NAM0858,NGA,,2012,2010,2014,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_07_16011.pdf,1722,,
DOC16012,"K1900 - Conservation report, 1984",NAM0858,NGA,,1984,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_07_16012.pdf,1722,,
DOC16013,"K1900 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_08_16013.pdf,1722,,
DOC16014,"K1900 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1722,K1900,Portrait of a Young Man,Follower of Antonis Mor,National Gallery of Art,52B2_K1900_08_16014.pdf,1722,,
DOC16015,"K1902 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1500,K1902,Monsignor della Casa,Pontormo,National Gallery of Art,52B2_K1902_04_16015.pdf,1500,,
DOC16016,"K1902 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1500,K1902,Monsignor della Casa,Pontormo,National Gallery of Art,52B2_K1902_04_16016.pdf,1500,,
DOC16017,"K1902 - Work summary log, 1964",NAM0858,NGA,,1956-1964,1955,1964,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1500,K1902,Monsignor della Casa,Pontormo,National Gallery of Art,52B2_K1902_06_16017.pdf,1500,,
DOC16018,"K1902 - Conservation report, 1992",NAM0858,NGA,,1992,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1500,K1902,Monsignor della Casa,Pontormo,National Gallery of Art,52B2_K1902_07_16018.pdf,1500,,
DOC16019,"K1902 - Conservation report, 2011",NAM0858,NGA,,2011,2010,2014,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1500,K1902,Monsignor della Casa,Pontormo,National Gallery of Art,52B2_K1902_07_16019.pdf,1500,,
DOC16020,"K1902 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1500,K1902,Monsignor della Casa,Pontormo,National Gallery of Art,52B2_K1902_08_16020.pdf,1500,,
DOC16021,"K1908 - Conservation report, 1989",NAM0858,NGA,,1989,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1720,K1908,Portrait of a Young Man,French 18th Century,National Gallery of Art,52B2_K1908_07_16021.pdf,1720,,
DOC16022,"K1911 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1751,K1911,Queen Henrietta Maria with Sir Jeffrey Hudson,Sir Anthony van Dyck,National Gallery of Art,52B2_K1911_07_16022.pdf,1751,,
DOC16023,"K1911 - Conservation report, 1996",NAM0858,NGA,,1996,1995,1999,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1751,K1911,Queen Henrietta Maria with Sir Jeffrey Hudson,Sir Anthony van Dyck,National Gallery of Art,52B2_K1911_07_16023.pdf,1751,,
DOC16024,"K1911 - Conservation report, 1980",NAM0858,NGA,,1980,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1751,K1911,Queen Henrietta Maria with Sir Jeffrey Hudson,Sir Anthony van Dyck,National Gallery of Art,52B2_K1911_07_16024.pdf,1751,,
DOC16025,"K1911 - Conservation report, 1988",NAM0858,NGA,,1988,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1751,K1911,Queen Henrietta Maria with Sir Jeffrey Hudson,Sir Anthony van Dyck,National Gallery of Art,52B2_K1911_07_16025.pdf,1751,,
DOC16026,"K1911 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1751,K1911,Queen Henrietta Maria with Sir Jeffrey Hudson,Sir Anthony van Dyck,National Gallery of Art,52B2_K1911_08_16026.pdf,1751,,
DOC16027,"K1920 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_04_16027.pdf,1814,,
DOC16028,"K1920 - Work summary log, 1969",NAM0858,NGA,,1969,1965,1969,Work Summary Log,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_06_16028.pdf,1814,,
DOC16029,"K1920 - Conservation report, 1981",NAM0858,NGA,,1981,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_07_16029.pdf,1814,,
DOC16030,"K1920 - Conservation report, 1982",NAM0858,NGA,,1982,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_07_16030.pdf,1814,,
DOC16031,"K1920 - Conservation report, 2004",NAM0858,NGA,,2004,2000,2004,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_07_16031.pdf,1814,,
DOC16032,"K1920 - Conservation report, 1981",NAM0858,NGA,,1981,1980,1984,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_07_16032.pdf,1814,,
DOC16033,"K1920 - Conservation report, 1991",NAM0858,NGA,,1991,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_07_16033.pdf,1814,,
DOC16034,"K1920 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,1814,K1920,Saint Cecilia and an Angel,Orazio Gentileschi and Giovanni Lanfranco,National Gallery of Art,52B2_K1920_08_16034.pdf,1814,,
DOC16035,"K1924 - Conservation report, 1992",NAM0858,NGA,,1992,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,643,K1924,David Johnston,Pierre Paul Prud'hon,National Gallery of Art,52B2_K1924_07_16035.pdf,643,,
DOC16036,"K1927 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Paintings Conservation Records",,1917,K1927,Samuel Henry Kress,Leopold Seyffert,National Gallery of Art,52B2_K1927_04_16036.pdf,1917,,
DOC16037,"K1927 - Conservation report, 1997",NAM0858,NGA,,1997,1995,1999,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,1917,K1927,Samuel Henry Kress,Leopold Seyffert,National Gallery of Art,52B2_K1927_07_16037.pdf,1917,,
DOC16038,"K1938 - Conservation report, 1987",NAM0858,NGA,,1987,1985,1989,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_07_16038.pdf,2297,,
DOC16039,"K1938 - Conservation report, 1992",NAM0858,NGA,,1992,1990,1994,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_07_16039.pdf,2297,,
DOC16040,"K1938 - Conservation report, 2002",NAM0858,NGA,,2002,2000,2004,Conservation Report,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_07_16040.pdf,2297,,
DOC16041,"K1938 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_08_16041.pdf,2297,,
DOC16042,"K1938 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_08_16042.pdf,2297,,
DOC16043,"K1938 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_08_16043.pdf,2297,,
DOC16044,"K1938 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_08_16044.pdf,2297,,
DOC16045,"K1938 - Photograph, circa 1930s-2000s",NAM0858,NGA,,circa 1930s-2000s,1930,2009,Photograph,"National Gallery of Art, Paintings Conservation Records",,2297,K1938,The Small Crucifixion,Matthias Grünewald,National Gallery of Art,52B2_K1938_08_16045.pdf,2297,,
