Acquisitions: Table 1

Acquisition_ID,Acquisition_TitleDescription,Acquisition_SellerNameID [NameAuthority::OfficialCombined],[NameAuthority::OfficialCombined] Seller Reference,Acquisition_Date,Acquisition_YearDateFilter,Acquisition_BeginDateFilter,Acquisition_EndDateFilter,Acquisition_Location,Acquisition_LocationFilter,Acquisition ObjectCount,Acquisition_PriceUSD,Acquisition_FinalPayDate,Acquisition_Source,Acquisition_Note,Acquisition_InternalNote,Acquisition_DocumentFilename,Acquisition_RelatedAcqObjJoinID,,,,,
ACQ320,"Bacri Frères, undated",NAM0068,Bacri Frères,undated,undated,undated,undated,,,2,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03862;PJN03863,,,,,
ACQ321,"Galleria Corsi (Museo Bardini), undated",NAM0077,Galleria Corsi (Museo Bardini),undated,undated,undated,undated,,,2,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03864;PJN03865,,,,,
ACQ322,"Elst, Joseph van der, Baron, 1951",NAM0349,Elst,01/01/1951,1951,1950,1954,,,1,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03866,,,,,
ACQ323,"[Bellini], 1922",NAM0105,[Bellini],01/01/1922,1922,1920,1924,,,5,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03867; PJN03868;PJN03869;PJN03870;PJN03871,,,,,
ACQ324,"[Bellini], undated",NAM0105,[Bellini],undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03872,,,,,
ACQ325,"[Bennucci], undated",NAM0114,[Bennucci],undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03873,,,,,
ACQ326,"Böhler, Julius, 1924",NAM0142,Böhler,01/01/1924,1924,1920,1924,,,3,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03874;PJN03875;PJN03876,,,,,
ACQ327,"[Bottenweiser], 1922",NAM0157,[Bottenweiser],01/01/1922,1922,1920,1924,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03877,,,,,
ACQ328,"[Bottensweiser], undated",NAM0157,[Bottensweiser],undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03878,,,,,
ACQ329,"Mackay, Clarence H., 1934",NAM0672,Mackay,01/01/1934,1934,1930,1934,,,1,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03879,,,,,
ACQ330,"Mackay, Clarence H., undated",NAM0672,Mackay,undated,undated,undated,undated,,,8,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03880;PJN03881;PJN03882;PJN03883;PJN03884;PJN03885;PJN03886;PJN03887,,,,,
ACQ332,"[Costanzo], undated",NAM0278,[Costanzo],undated,undated,undated,undated,,,6,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03906;PJN03907;PJN03908;PJN03909;PJN03910;PJN03911,,,,,
ACQ333,"[DeClemente], undated",NAM0303,[DeClemente],undated,undated,undated,undated,,,7,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03914;PJN03915;PJN03916;PJN03917;PJN03918;PJN03919;PJN03920,,,,,
ACQ334,"[DiSegni], undated",NAM0320,[DiSegni],undated,undated,undated,undated,,,9,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03921;PJN03922;PJN03923;PJN03924;PJN03925;PJN03926;PJN03927;PJN03928;PJN03929,,,,,
ACQ335,"[E. Jandolo], undated",NAM0574,[E. Jandolo],undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03976,,,,,
ACQ336,"[E. Testa], undated",NAM1158,[E. Testa],undated,undated,undated,undated,,,2,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03977;PJN03978,,,,,
ACQ337,"Emil Spaeth, 1955",NAM1120,Emil Spaeth,01/01/1955,1955,1955,1959,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03979,,,,,
ACQ338,"[Engel], 1919",NAM0352,[Engel],01/01/1919,1919,1915,1919,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03980,,,,,
ACQ339,"[Engel], undated",NAM0352,[Engel],undated,undated,undated,undated,,,2,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03981;PJN03982,,,,,
ACQ340,"[Fabre], undated",NAM0362,[Fabre],undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03983,,,,,
ACQ341,"Stern, Frederick A., 1952",NAM1139,Stern,01/01/1952,1952,1950,1954,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03984,,,,,
ACQ342,"Stern, Frederick A., 1953",NAM1139,Stern,01/01/1953,1953,1950,1954,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03985,,,,,
ACQ343,"Stern, Frederick A., 1954",NAM1139,Stern,01/01/1954,1954,1950,1954,,,1,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03986,,,,,
ACQ344,"[Girard], 1924",NAM0481,[Girard],01/01/1924,1924,1920,1924,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03990,,,,,
ACQ345,"[Girard], undated",NAM0481,[Girard],undated,undated,undated,undated,,,6,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03991;PJN03992;PJN03993;PJN03994;PJN03995;PJN03996,,,,,
ACQ346,"[Goldschmidt], undated",NAM0489,[Goldschmidt],undated,undated,undated,undated,,,3,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03997;PJN03998;PJN03999,,,,,
ACQ347,"[Grassi], 1927",NAM0497,[Grassi],01/01/1927,1927,1925,1929,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04000,,,,,
ACQ348,"[Grassi], undated",NAM0497,[Grassi],undated,undated,undated,undated,,,3,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04001;PJN04002;PJN04003,,,,,
ACQ349,"[Drey], undated",NAM0335,[Drey],undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04004,,,,,
ACQ350,"[Jamarin], undated",NAM0572,[Jamarin],undated,undated,undated,undated,,,6,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04008;PJN04009;PJN04010;PJN04011;PJN04012;PJN04013,,,,,
ACQ351,"Freund, Karl, undated",NAM0424,Freund,undated,undated,undated,undated,,,2,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04014;PJN04015,,,,,
ACQ352,"[Mela], undated",NAM0779,[Mela],undated,undated,undated,undated,,,5,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04017;PJN04018;PJN04019;PJN04020;PJN04021,,,,,
ACQ353,"Miller, Mrs. R. W., Jr., June 15, 1950 ",NAM0801,Miller,06/15/1950,1950,1950,1954,"202 South Broadway, Minden, NJ","Minden, New Jersey",1,"$3,000.00",6/23/50,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132904_19500615.pdf,PJN04022,,,,,
ACQ354,"[Olivotti], undated",NAM0883,[Olivotti],undated,undated,undated,undated,,,1,,,Series 1.8 Inventories & Valuations. Samuel H. Kress Foundation Archive.,From 1941 inventory of Samuel H. Kress Apartment,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04023,,,,,
ACQ355,"Paul Graupe, undated",NAM0498,Paul Graupe,undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04024,,,,,
ACQ356,"Parke-Bernet Galleries, 1939",NAM0913,Parke-Bernet Galleries,01/01/1939,1939,1935,1939,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04025,,,,,
ACQ357,"Byk, Paul, 1935",NAM0192,Byk,01/01/1935,1935,1935,1939,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04052,,,,,
ACQ362,"Douglas, Robert Langton, 1940",NAM0332,Douglas,01/01/1940,1940,1940,1944,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04060,,,,,
ACQ363,"Owen, Richard, 1930",NAM0893,Owen,01/01/1930,1930,1930,1934,,,1,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN04061,,,,,
ACQ364,"Owen, Richard, 1934",NAM0893,Owen,01/01/1934,1934,1930,1934,,,2,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN04062;PJN04063,,,,,
ACQ365,"Owen, Richard, 1935",NAM0893,Owen,01/01/1935,1935,1935,1939,,,8,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN04064;PJN04065;PJN04066;PJN04067;PJN04068;PJN04069;PJN04070;PJN04071,,,,,
ACQ366,"Owen, Richard, 1936",NAM0893,Owen,01/01/1936,1936,1935,1939,,,6,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN04072;PJN04073;PJN04074;PJN04075;PJN04076;PJN04077,,,,,
ACQ367,"Owen, Richard, 1940",NAM0893,Owen,01/01/1940,1940,1940,1944,,,13,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN04078;PJN04079;PJN04080;PJN04081;PJN04082;PJN04083;PJN04084;PJN04085;PJN04086;PJN04087;PJN04088;PJN04089;PJN04090,,,,,
ACQ368,"[Robert Bros.], 1950",NAM1014,[Robert Bros.],01/01/1950,1950,1950,1954,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04091,,,,,
ACQ369,"[Rosenbaum], 1930",NAM1029,[Rosenbaum],01/01/1930,1930,1930,1934,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04092,,,,,
ACQ370,"[Rosenbaum], undated",NAM1029,[Rosenbaum],undated,undated,undated,undated,,,1,,,Series 1.8 Inventories & Valuations. Samuel H. Kress Foundation Archive.,From 1941 inventory of Samuel H. Kress Apartment,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04093,,,,,
ACQ371,"[Salvadori], 1930",NAM1052,[Salvadori],01/01/1930,1930,1930,1934,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04094,,,,,
ACQ372,"[Salvadori], undated",NAM1052,[Salvadori],undated,undated,undated,undated,,,8,,,Series 1.8 Inventories & Valuations. Samuel H. Kress Foundation Archive.,From 1941 inventory of Samuel H. Kress Apartment,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04095;PJN04096;PJN04097;PJN04098;PJN04099;PJN04100;PJN04101;PJN04102,,,,,
ACQ373,"[Simmons], 1937",NAM1102,[Simmons],01/01/1937,1937,1935,1939,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04104,,,,,
ACQ374,"[Venturi], 1936",NAM1217,[Venturi],01/01/1936,1936,1935,1939,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04105,,,,,
ACQ375,"[Vide], 1930",NAM1226,[Vide],01/01/1930,1930,1930,1934,,,2,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04106;PJN04107,,,,,
ACQ376,"[Volterra], 1924",NAM1235,[Volterra],01/01/1924,1924,1920,1924,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04108,,,,,
ACQ377,"[Volterra], 1930",NAM1235,[Volterra],01/01/1930,1930,1930,1934,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04109,,,,,
ACQ378,"[Volterra], undated",NAM1235,[Volterra],undated,undated,undated,undated,,,2,,,Series 1.8 Inventories & Valuations. Samuel H. Kress Foundation Archive.,From 1941 inventory of Samuel H. Kress Apartment,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04110;PJN04111,,,,,
ACQ379,"Fearon Galleries, 1932",NAM0369,Fearon Galleries,01/01/1932,1932,1930,1934,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN04112,,,,,
ACQ380,"Contini Bonacossi, Alessandro, 1927",NAM0267,Contini Bonacossi,01/01/1927,1927,1925,1929,,,3,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03891,,,,,
ACQ381,"Contini Bonacossi, Alessandro, 1928",NAM0267,Contini Bonacossi,01/01/1928,1928,1925,1929,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03894,,,,,
ACQ382,"Contini Bonacossi, Alessandro, 1929",NAM0267,Contini Bonacossi,01/01/1929,1929,1925,1929,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03895,,,,,
ACQ383,"Contini Bonacossi, Alessandro, 1930",NAM0267,Contini Bonacossi,01/01/1930,1930,1930,1934,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03896,,,,,
ACQ384,"Contini Bonacossi, Alessandro, 1934",NAM0267,Contini Bonacossi,01/01/1934,1934,1930,1934,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03897,,,,,
ACQ385,"Contini Bonacossi, Alessandro, 1935",NAM0267,Contini Bonacossi,01/01/1935,1935,1935,1939,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03898,,,,,
ACQ386,"Contini Bonacossi, Alessandro, 1938",NAM0267,Contini Bonacossi,01/01/1938,1938,1935,1939,,,2,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03899;PJN03900,,,,,
ACQ387,"Contini Bonacossi, Alessandro, 1950",NAM0267,Contini Bonacossi,01/01/1950,1950,1950,1954,,,2,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.   ,,,PJN03901;PJN03902,,,,,
ACQ388,"Contini Bonacossi, Alessandro, 1956",NAM0267,Contini Bonacossi,01/01/1956,1956,1955,1959,,,2,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03903;PJN03904,,,,,
ACQ389,"Contini Bonacossi, Alessandro, undated",NAM0267,Contini Bonacossi,undated,undated,undated,undated,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03905,,,,,
ACQ390,"Platt, Dan Fellows [estate of], 1939",NAM0953,Platt,01/01/1939,1939,1935,1939,,,2,,,National Gallery of Art Collection Management System (TMS),"No acquisition documentation has yet been found. Purchase via trustee of estate, Ethel Bliss Platt.",,,PJN03912;PJN03913,,,,,
ACQ391,"Duveen Brothers, 1934",NAM0345,Duveen Brothers,01/01/1934,1934,1930,1934,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03930,,,,,
ACQ392,"Duveen Brothers, 1936",NAM0345,Duveen Brothers,01/01/1936,1936,1935,1939,,,17,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03931;PJN03932;PJN03933;PJN03934;PJN03935;PJN03936;PJN03937;PJN03938;PJN03939;PJN03940;PJN03941;PJN03942;PJN03943;PJN03944;PJN03945;PJN03946;PJN03947,,,,,
ACQ393,"Duveen Brothers, 1937",NAM0345,Duveen Brothers,01/01/1937,1937,1935,1939,,,12,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03948;PJN03949;PJN03950;PJN03951;PJN03952;PJN03953;PJN03954;PJN03955;PJN03956;PJN03957;PJN03958;PJN03959,,,,,
ACQ394,"Duveen Brothers, 1938",NAM0345,Duveen Brothers,06/21/1938,1938,1935,1939,,,8,"$1,250,000.00",,,Data from document found in Duveen microfilm at Metropolitan Museum of Art. ,Data from document found in Duveen microfilm at Metropolitan Museum of Art. there is no invoice in the Kress Archive at the Foundation.,,PJN03960;PJN03961;PJN03962;PJN03963;PJN03964;PJN03965;PJN03966;PJN03967,,,,,
ACQ395,"Duveen Brothers, 1939",NAM0345,Duveen Brothers,01/01/1939,1939,1935,1939,,,6,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03968;PJN03969;PJN03970;PJN03971;PJN03972;PJN03973,,,,,
ACQ396,"Duveen Brothers, 1940",NAM0345,Duveen Brothers,01/01/1940,1940,1940,1944,,,1,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN03974,,,,,
ACQ397,"Duveen Brothers, 1947",NAM0345,Duveen Brothers,01/01/1947,1947,1945,1949,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03975,,,,,
ACQ398,"French & Company, undated",NAM0416,French & Company,undated,undated,undated,undated,,,3,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN03987;PJN03988;PJN03989,,,,,
ACQ399,"Jacques Seligmann & Co., undated",NAM1084,Jacques Seligmann & Co.,undated,undated,undated,undated,,,3,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04005;PJN04006;PJN04007,,,,,
ACQ400,"F. Kleinberger Galleries,1937",NAM0590,F. Kleinberger Galleries,01/01/1937,1937,1935,1939,,,1,,,,No acquisition documentation has yet been located.,"This purchase was created for objects for which the dealer and year is known, but no sale document has yet been located.  The source of the purchase information can be found in the PurchaseObjectJoin note field for each object.",,PJN04016,,,,,
ACQ401,"Paul Drey Gallery, 1948 ",NAM0336,Paul Drey Gallery,01/01/1948,1948,1945,1949,,,24,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977","No acquisition documentation has yet been located.  Two letters from Paul Drey New York, Dated Sept. 13, 1949, and Sept. 13, 1950, indicate that K1601 was at the Gallery for the Kress Foundation.",,52C1_132871_19480101.pdf,PJN04026;PJN04027;PJN04028;PJN04029;PJN04030;PJN04031;PJN04032;PJN04033;PJN04034;PJN04035;PJN04036;PJN04037;PJN04038;PJN04039;PJN04040;PJN04041;PJN04042;PJN04043;PJN04044;PJN04045;PJN04046;PJN04047;PJN04048;PJN04049,,,,,
ACQ402,"Paul Drey Gallery, 1950",NAM0336,Paul Drey Gallery,01/01/1950,1950,1950,1954,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.,,,PJN04050,,,,,
ACQ403,"Moser, Hugo, February 28, 1952 ",NAM0830,Moser,02/28/1952,1952,1950,1954,"120 Central Park South, New York, NY","New York, New York",1,"$5,500.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Originally thought to be purchased by Paul Drey Inc.Paid $5,500 ck. 8415, 3/5/52",52C1_132907_19520228.pdf,PJN04051,,,,,
ACQ404,"Schaeffer Galleries, 1940",NAM1071,Schaeffer Galleries,01/01/1940,1940,1940,1944,,,1,,,"Complete Catalogue of the Samuel H. Kress Collection, Phaidon Press, 1964-1977",No acquisition documentation has yet been located.,,,PJN04103,,,,,
ACQ405,"Wildenstein and Company, 1929",NAM1253,Wildenstein and Company,01/01/1929,1929,1925,1929,,,1,,,National Gallery of Art Collection Management System (TMS),No acquisition documentation has yet been located.,,,PJN04113,,,,,
ACQ406,"Galerie René Gimpel, September 14, 1928",NAM0465,Galerie René Gimpel,09/14/1928,1928,1925,1929,,,1,"$20,000.00",,,"Data found in Rene Gimpel Papers, Archives of American Art.",,,PJN02502,,,,,
ACQ409,"Kunsthistorisches Museum Wien, February 7, 1952 ",NAM0602,Kunsthistorisches Museum Wien,02/07/1952,1952,1950,1954,"59 Wall Street, New York, NY","New York, New York",1,"$25,000.00",02/21/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,"Payment made to the Estate of Oscar Bondy, in care of Brown Brothers, Harriman & Co.",Ltr from KHM who coordinated the salework is on long term loan 8931invoice was paid by ck. 8337 on 2.21.52,52C1_132897_19520207.pdf,PJN04128,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,

Acq303DreyfusObjects: Table 1

303,2525,,,
303,2526,,,
303,2527,,,
303,2528,,,
303,2529,,,
303,2530,,,
303,2531,,,
303,2532,,,
303,2533,,,
303,2534,,,
303,2535,,,
303,2536,,,
303,2537,,,
303,2538,,,
303,2539,,,
303,2540,,,
303,2541,,,
303,2542,,,
303,2543,,,
303,2544,,,
303,2545,,,
303,2546,,,
303,2547,,,
303,2548,,,
303,2549,,,
303,2550,,,
303,2551,,,
303,2552,,,
303,2553,,,
303,2554,,,
303,2555,,,
303,2556,,,
303,2557,,,
303,2558,,,
303,2559,,,
303,2560,,,
303,2561,,,
303,2562,,,
303,2563,,,
303,2564,,,
303,2565,,,
303,2566,,,
303,2567,,,
303,2568,,,
303,2569,,,
303,2570,,,
303,2571,,,
303,2572,,,
303,2573,,,
303,2574,,,
303,2575,,,
303,2576,,,
303,2577,,,
303,2578,,,
303,2579,,,
303,2580,,,
303,2581,,,
303,2582,,,
303,2583,,,
303,2584,,,
303,2585,,,
303,2586,,,
303,2587,,,
303,2588,,,
303,2589,,,
303,2590,,,
303,2591,,,
303,2592,,,
303,2593,,,
303,2594,,,
303,2595,,,
303,2596,,,
303,2597,,,
303,2598,,,
303,2599,,,
303,2600,,,
303,2601,,,
303,2602,,,
303,2603,,,
303,2604,,,
303,2605,,,
303,2606,,,
303,2607,,,
303,2608,,,
303,2609,,,
303,2610,,,
303,2611,,,
303,2612,,,
303,2613,,,
303,2614,,,
303,2615,,,
303,2616,,,
303,2617,,,
303,2618,,,
303,2619,,,
303,2620,,,
303,2621,,,
303,2622,,,
303,2623,,,
303,2624,,,
303,2625,,,
303,2626,,,
303,2627,,,
303,2628,,,
303,2629,,,
303,2630,,,
303,2631,,,
303,2632,,,
303,2633,,,
303,2634,,,
303,2635,,,
303,2636,,,
303,2637,,,
303,2638,,,
303,2639,,,
303,2640,,,
303,2641,,,
303,2642,,,
303,2643,,,
303,2644,,,
303,2645,,,
303,2646,,,
303,2647,,,
303,2648,,,
303,2649,,,
303,2650,,,
303,2651,,,
303,2652,,,
303,2653,,,
303,2654,,,
303,2655,,,
303,2656,,,
303,2657,,,
303,2658,,,
303,2659,,,
303,2660,,,
303,2661,,,
303,2662,,,
303,2663,,,
303,2664,,,
303,2665,,,
303,2666,,,
303,2667,,,
303,2668,,,
303,2669,,,
303,2670,,,
303,2671,,,
303,2672,,,
303,2673,,,
