Master Acq Object Join Data : Table 1

AcqObjJoin_ID,AcqObjJoin_Type,AcqObjJoin_PriceUSD,AcqObjJoin_CreditUSD,AcqObjJoin_ReturnUSD,AcqObjJoin_Attribution,AcqObjJoin_AttributionArtistNameID,AcqObjJoin_InternalNote,AcqObjJoin_RelatedObjectID,AcqObjJoin_RelatedAcquisitionID,
PJN03459,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1573,ACQ303,
PJN03460,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1575,ACQ303,
PJN03461,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1581,ACQ303,
PJN03462,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1583,ACQ303,
PJN03463,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1584,ACQ303,
PJN03464,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1587,ACQ303,
PJN03465,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1588,ACQ303,
PJN03466,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1589,ACQ303,
PJN03467,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1591,ACQ303,
PJN03468,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1592,ACQ303,
PJN03469,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1593,ACQ303,
PJN03470,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1594,ACQ303,
PJN03471,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1595,ACQ303,
PJN03472,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1596,ACQ303,
PJN03473,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1597,ACQ303,
PJN03474,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1602,ACQ303,
PJN03475,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1603,ACQ303,
PJN03476,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1613,ACQ303,
PJN03477,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1614,ACQ303,
PJN03478,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1616,ACQ303,
PJN03479,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1617,ACQ303,
PJN03480,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1618,ACQ303,
PJN03481,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1619,ACQ303,
PJN03482,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1620,ACQ303,
PJN03483,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1621,ACQ303,
PJN03484,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1622,ACQ303,
PJN03485,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1623,ACQ303,
PJN03486,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1624,ACQ303,
PJN03487,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1626,ACQ303,
PJN03488,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1630,ACQ303,
PJN03489,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1631,ACQ303,
PJN03490,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1632,ACQ303,
PJN03491,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1633,ACQ303,
PJN03492,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1636,ACQ303,
PJN03493,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1638,ACQ303,
PJN03494,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1639,ACQ303,
PJN03495,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1640,ACQ303,
PJN03496,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1641,ACQ303,
PJN03497,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1642,ACQ303,
PJN03498,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1643,ACQ303,
PJN03499,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1644,ACQ303,
PJN03500,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1645,ACQ303,
PJN03501,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1646,ACQ303,
PJN03502,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1647,ACQ303,
PJN03503,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1648,ACQ303,
PJN03504,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1649,ACQ303,
PJN03505,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1650,ACQ303,
PJN03506,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1651,ACQ303,
PJN03507,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1656,ACQ303,
PJN03508,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1657,ACQ303,
PJN03509,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1658,ACQ303,
PJN03510,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1659,ACQ303,
PJN03511,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1663,ACQ303,
PJN03512,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1664,ACQ303,
PJN03513,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1665,ACQ303,
PJN03514,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1675,ACQ303,
PJN03515,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1676,ACQ303,
PJN03516,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1677,ACQ303,
PJN03517,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1678,ACQ303,
PJN03518,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1679,ACQ303,
PJN03519,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1680,ACQ303,
PJN03520,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1681,ACQ303,
PJN03521,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1682,ACQ303,
PJN03522,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1683,ACQ303,
PJN03523,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1684,ACQ303,
PJN03524,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1685,ACQ303,
PJN03525,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1687,ACQ303,
PJN03526,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1693,ACQ303,
PJN03527,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1694,ACQ303,
PJN03528,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1695,ACQ303,
PJN03529,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1696,ACQ303,
PJN03530,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1697,ACQ303,
PJN03531,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1698,ACQ303,
PJN03532,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1699,ACQ303,
PJN03533,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1700,ACQ303,
PJN03534,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1701,ACQ303,
PJN03535,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1704,ACQ303,
PJN03536,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1705,ACQ303,
PJN03537,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1711,ACQ303,
PJN03538,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1712,ACQ303,
PJN03539,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1713,ACQ303,
PJN03540,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1719,ACQ303,
PJN03541,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1731,ACQ303,
PJN03542,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1733,ACQ303,
PJN03543,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1738,ACQ303,
PJN03544,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1755,ACQ303,
PJN03545,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1756,ACQ303,
PJN03546,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1765,ACQ303,
PJN03547,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1766,ACQ303,
PJN03548,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1769,ACQ303,
PJN03549,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1772,ACQ303,
PJN03550,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1773,ACQ303,
PJN03551,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1777,ACQ303,
PJN03552,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1778,ACQ303,
PJN03553,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1780,ACQ303,
PJN03554,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1781,ACQ303,
PJN03555,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1783,ACQ303,
PJN03556,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1784,ACQ303,
PJN03557,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1787,ACQ303,
PJN03558,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1788,ACQ303,
PJN03559,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1808,ACQ303,
PJN03560,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1810,ACQ303,
PJN03561,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1813,ACQ303,
PJN03562,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1822,ACQ303,
PJN03563,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1823,ACQ303,
PJN03564,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1824,ACQ303,
PJN03565,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1825,ACQ303,
PJN03566,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1826,ACQ303,
PJN03567,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1833,ACQ303,
PJN03568,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1834,ACQ303,
PJN03569,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1835,ACQ303,
PJN03570,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1836,ACQ303,
PJN03571,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1837,ACQ303,
PJN03572,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1838,ACQ303,
PJN03573,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1839,ACQ303,
PJN03574,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1840,ACQ303,
PJN03575,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1841,ACQ303,
PJN03576,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1842,ACQ303,
PJN03577,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1843,ACQ303,
PJN03578,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1860,ACQ303,
PJN03579,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1861,ACQ303,
PJN03580,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1862,ACQ303,
PJN03581,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1866,ACQ303,
PJN03582,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1874,ACQ303,
PJN03583,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1877,ACQ303,
PJN03584,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1878,ACQ303,
PJN03585,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1881,ACQ303,
PJN03586,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1891,ACQ303,
PJN03587,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1892,ACQ303,
PJN03588,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1893,ACQ303,
PJN03589,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1896,ACQ303,
PJN03590,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1897,ACQ303,
PJN03591,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1898,ACQ303,
PJN03592,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1899,ACQ303,
PJN03593,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1900,ACQ303,
PJN03594,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1901,ACQ303,
PJN03595,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1920,ACQ303,
PJN03596,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1921,ACQ303,
PJN03597,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1927,ACQ303,
PJN03598,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1928,ACQ303,
PJN03599,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1929,ACQ303,
PJN03600,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1930,ACQ303,
PJN03601,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1931,ACQ303,
PJN03602,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1932,ACQ303,
PJN03603,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1933,ACQ303,
PJN03604,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1934,ACQ303,
PJN03605,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1936,ACQ303,
PJN03606,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1937,ACQ303,
PJN03607,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1938,ACQ303,
PJN03608,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1939,ACQ303,
PJN03609,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1940,ACQ303,
PJN03610,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1941,ACQ303,
PJN03611,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1942,ACQ303,
PJN03612,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1944,ACQ303,
PJN03613,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1971,ACQ303,
PJN03614,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1972,ACQ303,
PJN03615,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1975,ACQ303,
PJN03616,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1976,ACQ303,
PJN03617,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1977,ACQ303,
PJN03618,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1978,ACQ303,
PJN03619,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1979,ACQ303,
PJN03620,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1980,ACQ303,
PJN03621,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1981,ACQ303,
PJN03622,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1982,ACQ303,
PJN03623,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1983,ACQ303,
PJN03624,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1984,ACQ303,
PJN03625,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1985,ACQ303,
PJN03626,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1986,ACQ303,
PJN03627,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1987,ACQ303,
PJN03628,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1988,ACQ303,
PJN03629,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1990,ACQ303,
PJN03630,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1991,ACQ303,
PJN03631,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1992,ACQ303,
PJN03632,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1994,ACQ303,
PJN03633,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1995,ACQ303,
PJN03634,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1996,ACQ303,
PJN03635,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1997,ACQ303,
PJN03636,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1998,ACQ303,
PJN03637,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",1999,ACQ303,
PJN03638,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2001,ACQ303,
PJN03639,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2003,ACQ303,
PJN03640,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2004,ACQ303,
PJN03641,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2007,ACQ303,
PJN03642,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2011,ACQ303,
PJN03643,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2012,ACQ303,
PJN03644,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2015,ACQ303,
PJN03645,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2019,ACQ303,
PJN03646,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2030,ACQ303,
PJN03647,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2032,ACQ303,
PJN03648,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2037,ACQ303,
PJN03649,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2042,ACQ303,
PJN03650,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2043,ACQ303,
PJN03651,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2044,ACQ303,
PJN03652,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2045,ACQ303,
PJN03653,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2046,ACQ303,
PJN03654,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2052,ACQ303,
PJN03655,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2053,ACQ303,
PJN03656,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2057,ACQ303,
PJN03657,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2079,ACQ303,
PJN03658,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2080,ACQ303,
PJN03659,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2081,ACQ303,
PJN03660,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2082,ACQ303,
PJN03661,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2089,ACQ303,
PJN03662,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2091,ACQ303,
PJN03663,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2092,ACQ303,
PJN03664,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2093,ACQ303,
PJN03665,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2101,ACQ303,
PJN03666,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2105,ACQ303,
PJN03667,Purchase,,,,,,"The entire Dreyfus Collection of Medals Plaquettes and Bronzes was purchased for $500,000.",2106,ACQ303,
